   80   80
    nn     x     y    ss   oprev dprev   odist     ddist     oarea     darea  tareadiff
  4993    33    63   4.0  4913  4912     56554     24463     25995      4150      8075
  4994    34    63   4.0  4995  4912     55898     25203     25650      4325      8245
  4995    35    63   2.0  4916  4994     55148     25953     25480      4495      8245
  4996    36    63   5.0  4918  4995     54383     26828     23915      4665      9640
  4997    37    63   5.0  4919  4996     53191     28078     23720      4835      9665
  4998    38    63   4.0  4919  4997     52223     29203     23545      5005      9670
  4999    39    63   5.0  4840  4998     51872     30328     23365      5175      9680
  5000    40    63   6.0  4920  4999     51806     31703     23185      5345      9690
  5001    41    63   4.0  4840  4920     51872     32348     23005      5540      9675
  5002    42    63   4.0  4841  4920     52115     33160     22795      5715      9710
  5003    43    63   2.0  4922  4922     52196     33744     22615      5900      9705
  5004    44    63   3.0  4924  5003     52509     34369     22245      6070      9905
  5005    45    63   5.0  4925  5004     52742     35369     21870      6240     10110
  5006    46    63   6.0  4926  5005     53021     36744     21680      6410     10130
  5007    47    63   5.0  4846  5006     53191     38119     21500      6580     10140
  5008    48    63   6.0  4927  5007     54123     39494     21320      6750     10150
  5009    49    63   6.0  4850  5008     53960     40994     20820      6920     10480
  5010    50    63   6.0  4930  5089     53371     42421     20640      4460     13120
  5011    51    63   5.0  4931  5090     53010     43255     20440      4620     13160
  5012    52    63   6.0  4932  5090     53687     44552     20230      4785     13205
  5013    53    63   6.0  4933  5012     53312     46052     20040      4955     13225
  5014    54    63   4.0  4853  4853     53361     46578     19855     10680      7685
  5015    55    63   5.0  4936  4934     54099     47437     12870     10860     14490
  5016    56    63   4.0  4936  4936     53545     47870     12695     11210     14315
  5017    57    63   4.0  4858  4856     53837     48201     10365     11390     16465
  5018    58    63   4.0  4859  4937     53601     48912     10165     11570     16485
  5019    59    63   3.0  4940  4937     53184     49594      9810     11745     16665
  5020    60    63   4.0  4861  4939     52931     50423      9625     11970     16625
  5021    61    63   4.0  4941  4940     52695     51246      9445     12165     16610
  5022    62    63   4.0  5023  4940     52206     52068      8870     12340     17010
  5023    63    63   2.0  4945  4941     51456     52750      8700     12525     16995
  5024    64    63   4.0  4945  5023     50995     53500      8525     12695     17000
  5025    65    63   4.0  4945  5024     50669     54500      8350     12865     17005
  5026    66    63   4.0  4867  4945     50789     55230      8145     13110     16965
  5027    67    63   4.0  4947  4945     50473     56095      7965     13285     16970
  5028    68    63   4.0  4867  4946     50650     56985      7785     13465     16970
  5029    69    63   4.0  4948  4948     51109     57526      7605     13665     16950
  5030    70    63   3.0  4949  4949     51385     57860      7345     13845     17030
  5031    71    63   2.0  4952  4949     50796     58467      6380     14020     17820
  5032    72    63   2.0  4952  5031     50574     58967      6205     14190     17825
  5033    73    63   5.0  4952  5032     51311     59842      6030     14360     17830
  5034    74    63   4.0  4954  5033     51309     60967      5815     14530     17875
  5035    75    63   6.0  4874  5034     51824     62217      5635     14700     17885
  5036    76    63   4.0  4955  5035     52183     63467      5455     14870     17895
  5037    77    63   5.0  4956  4956     52995     64403      5270     15135     17815
  5038    78    63   5.0  4956  4956     54060     65468      5095     15310     17815
  5039    79    63   6.0  4957  4957     55325     66733      4915     15490     17815
  5040    80    63   3.0  4960  4959     55464     67331      4340     15675     18205
  5041     1    64   4.0  5123  5123     66112     12478     39155      -460       475
  5042     2    64   4.0  5123  5123     65166     11532     39000      -305       475
  5043     3    64   4.0  5125  5204     64220     10968     38880      -155       505
  5044     4    64   4.0  5126  5125     63315     10442     38740      -100       420
  5045     5    64   3.0  5046  5125     62536      9991     38690        55       525
  5046     6    64   2.0  5047  5126     61911      9748     38530       195       505
  5047     7    64   3.0  5048  5127     61286      9991     38370       335       485
  5048     8    64   2.0  5049  5128     60661     10114     38210       315       305
  5049     9    64   3.0  5050  5130     60036      9689     38050       430       260
  5050    10    64   2.0  5132  5130     59411      9290     37890       585       255
  5051    11    64   2.0  5133  5131     58911      9277     37740       715       235
  5052    12    64   2.0  4973  5211     58531      9380     37625       865       270
  5053    13    64   4.0  5054  5132     58006      9976     37440      1015       235
  5054    14    64   4.0  5055  5133     57006     10456     37280      1160       220
  5055    15    64   2.0  5056  5133     56256     10917     37120      1315       215
  5056    16    64   2.0  4977  5136     55756     11060     36960      1260         0
  5057    17    64   4.0  4898  5136     55742     11605     36790      1415        15
  5058    18    64   1.0  4978  5137     55264     11938     36620      1565        35
  5059    19    64   1.0  4978  5058     55414     12188     36455      1725        40
  5060    20    64   3.0  5059  5059     55914     12688     36295      1885        40
  5061    21    64   4.0  5060  5060     56789     13563     36135      2045        40
  5062    22    64   4.0  4981  5061     57339     14563     35900      2205       115
  5063    23    64   4.0  4981  5062     58307     15563     35735      2365       120
  5064    24    64   4.0  4903  5063     58719     16563     35410      2525       285
  5065    25    64   5.0  4984  5064     59311     17688     35240      2685       295
  5066    26    64   4.0  4986  5065     59748     18813     34975      2845       400
  5067    27    64   4.0  4987  4985     60048     19556     34510      3065       645
  5068    28    64   3.0  4990  4986     59922     20151     26865      3235      8120
  5069    29    64   4.0  4991  5068     59197     21026     26690      3395      8135
  5070    30    64   4.0  4991  5069     58375     22026     26525      3555      8140
  5071    31    64   4.0  4912  5149     57826     23001     26355      1910      9955
  5072    32    64   4.0  4992  5151     57620     23610     26175      2010     10035
  5073    33    64   4.0  4995  5151     57104     24432     25810      2165     10245
  5074    34    64   4.0  4995  5073     56239     25432     25645      2325     10250
  5075    35    64   4.0  4997  5074     55706     26432     24050      2485     11685
  5076    36    64   4.0  4998  4995     54738     27060     23875      4660      9685
  5077    37    64   5.0  4998  5076     53829     28185     23710      4820      9690
  5078    38    64   5.0  4919  5077     53330     29435     23540      4980      9700
  5079    39    64   5.0  4999  5238     53122     30449     23365      2795     12060
  5080    40    64   5.0  5000  5159     53181     30990     23185      2945     12090
  5081    41    64   5.0  5001  5159     52997     31915     23005      3100     12115
